CNV Identifier	Chrmosome	Narrow Region Start	Narrow Region End	Wide Region Start	Wide Region End	Frequency	num_samples
9231	chr10	66841804	66842061	66841804	66842061	14.77	285
9248	chr10	67343092	67344175	67343092	67344175	5.22	212
9302	chr10	70272095	70272418	70272095	70272418	12.88	247
9312	chr10	70786311	70787465	70786311	70787465	44.2	1519
9336	chr10	73824654	73824960	73824654	73824960	12.3	236
9343	chr10	75123699	75127835	75123699	75127835	7.14	238
9349	chr10	76536905	76538464	76536905	76538464	6.95	178
9357	chr10	78256184	78258858	78256184	78258858	9.99	357
9375	chr10	81176902	81177142	81176902	81177142	35.65	1221
9391	chr10	81725283	81727425	81725283	81727425	7.74	141
9397	chr10	82737736	82738056	82737736	82738056	13.01	237
9418	chr10	84817525	84818452	84817525	84818452	5.32	177
9424	chr10	85375924	85376144	85375924	85376144	6.72	124
9425	chr10	85522721	85523924	85522721	85523924	9.19	445
9464	chr10	89275799	89276562	89275799	89276562	34.58	1654
9465	chr10	89275944	89276461	89275944	89276461	57.27	882
9484	chr10	92461856	92465621	92461856	92465621	11.38	561
9495	chr10	93633333	93634562	93633333	93634562	47.89	2365
9500	chr10	94134431	94137765	94134431	94137765	74.77	2540
9510	chr10	95545481	95546496	95545481	95546496	85.06	4152
9525	chr10	97207044	97208239	97207044	97208239	29.14	982
9533	chr10	99034660	99037672	99034660	99037672	75.39	2542
9542	chr10	99834963	99837410	99834963	99837410	5.71	174
9546	chr10	100496977	100497288	100496977	100497288	35.73	1224
9549	chr10	100688866	100689687	100688866	100689687	9.1	188
9564	chr10	103394011	103395092	103394011	103395092	9.55	327
9571	chr10	105053194	105054209	105053194	105054209	20.37	698
9586	chr10	107056654	107059170	107056654	107059170	34.47	416
9588	chr10	107252998	107253351	107252998	107253351	79.29	2129
9594	chr10	107950677	107951606	107950677	107951606	72.66	3590
9602	chr10	108030362	108032534	108030362	108032534	37.5	1849
9606	chr10	109728756	109729141	109728756	109729141	9.85	189
9610	chr10	110695832	110696175	110695832	110696175	10.58	203
9617	chr10	111571869	111578362	111571869	111578362	11.86	104
820	chr10	114112091	114116825	114112091	114116825	61.46	185
9634	chr10	114112176	114116662	114112176	114116662	36.01	1962
9644	chr10	115861720	115862030	115861720	115862030	11.31	217
9651	chr10	117711613	117711999	117711613	117711999	51.93	1792
9687	chr10	122226691	122228857	122226691	122228857	76.83	3794
9700	chr10	123489154	123489554	123489154	123489554	19.69	359
9703	chr10	124216798	124217447	124216798	124217447	28.16	1361
9730	chr10	127191621	127197281	127191621	127197281	5.88	193
9734	chr10	127745183	127745984	127745183	127745984	62.16	657
9754	chr10	130180981	130181418	130180981	130181418	23.54	271
9759	chr10	130836823	130837289	130836823	130837289	26.45	1313
9785	chr10	132635397	132638422	132635397	132638422	8.2	329
876	chr10	132840209	132841158	132840209	132841158	7.98	123
9794	chr10	132840244	132841315	132840244	132841315	12.28	201
870	chr10	133455341	133457280	133455341	133457280	7.4	114
9834	chr10	134067912	134068227	134067912	134068227	13.19	253
9840	chr10	134176190	134176746	134176190	134176746	13.55	156
9848	chr10	134253742	134254258	134253742	134254258	8.81	169
9881	chr10	134924590	134925600	134924590	134925600	5.73	152
9884	chr10	134924689	134925307	134924689	134925307	11.49	305
9900	chr10	135104688	135105986	135104688	135105986	7.19	166
9914	chr10	135244773	135245457	135244773	135245457	10.25	154
8478	chr10	829748	830460	829748	830460	8.6	165
8580	chr10	4290057	4291690	4290057	4291690	64.4	3897
602	chr10	4708566	4710334	4708566	4710334	7.73	119
8590	chr10	4708522	4710520	4708522	4710520	68.58	2312
8596	chr10	5286869	5293529	5286869	5293529	22.56	433
8604	chr10	5889123	5893036	5889123	5893036	44.18	1529
8697	chr10	13259247	13260742	13259247	13260742	35.8	688
8721	chr10	15957710	15963765	15957710	15963765	9.29	247
8770	chr10	20849427	20860207	20849427	20860207	13.77	562
8771	chr10	20849988	20860765	20849988	20860765	10.23	263
8792	chr10	24375251	24379108	24375251	24379108	7.97	158
8837	chr10	27625107	27630056	27625107	27630056	7.17	184
8840	chr10	27638256	27642180	27638256	27642180	14.88	735
8873	chr10	31246678	31251760	31246678	31251760	6.79	388
8874	chr10	31247126	31251728	31247126	31251728	9.29	357
8883	chr10	32257879	32260612	32257879	32260612	35.36	679
8916	chr10	36219664	36221081	36219664	36221081	13.5	467
9007	chr10	45728765	45731648	45728765	45731648	6.43	165
712	chr10	47531763	47597768	47531763	47597768	6.68	168
735	chr10	51300974	51397653	51300974	51397653	100	2514
736	chr10	51600128	51694155	51600128	51694155	100	2514
9131	chr10	54782454	54789837	54782454	54789837	22.27	958
9169	chr10	58512509	58527407	58512509	58527407	6.67	1243
9181	chr10	59208917	59212327	59208917	59212327	19.58	969
9182	chr10	59209847	59211644	59209847	59211644	12.67	499
9219	chr10	65509250	65511404	65509250	65511404	17.13	846
9243	chr10	67306906	67315294	67306906	67315294	22.79	1504
9292	chr10	69039298	69040226	69039298	69040226	6.11	295
9299	chr10	70068227	70070647	70068227	70070647	11.91	409
9318	chr10	71280815	71291303	71280815	71291303	13.33	776
9319	chr10	71282906	71291092	71282906	71291092	9.74	375
9326	chr10	72448734	72451340	72448734	72451340	14.65	723
9344	chr10	75374026	75382164	75374026	75382164	7.07	183
771	chr10	78253258	78266574	78253258	78266574	6.82	162
772	chr10	78253549	78260622	78253549	78260622	8.95	216
9356	chr10	78255188	78261155	78255188	78261155	68.25	3394
9358	chr10	78346267	78351760	78346267	78351760	32.76	630
9395	chr10	82750275	82752647	82750275	82752647	34.35	1144
9413	chr10	84127815	84130359	84127815	84130359	22.18	1074
9462	chr10	89003545	89019504	89003545	89019504	20.92	744
9554	chr10	102158280	102159561	102158280	102159561	20.72	710
9585	chr10	107056483	107062298	107056483	107062298	17.39	992
9618	chr10	111789853	111790836	111789853	111790836	5.11	170
830	chr10	124342414	124352037	124342414	124352037	24.73	915
9704	chr10	124339835	124381544	124339835	124381544	7.7	320
9708	chr10	124344415	124353319	124344415	124353319	12.69	683
9740	chr10	128588854	128592213	128588854	128592213	7.41	190
9800	chr10	132908893	132913267	132908893	132913267	32.48	1118
9802	chr10	132988473	132991141	132988473	132991141	13.37	659
855	chr10	135345847	135378149	135345847	135378149	6.59	171
668	chr10	42857624	42929897	42857624	42929897	18.24	2509
8958	chr10	42699906	42715683	42699906	42715683	59.51	1987
686	chr10	45601377	45646843	45601377	45646843	100	2514
700	chr10	46527944	46682974	46527944	46682974	62.58	2515
720	chr10	46262157	46305349	46262157	46305349	99.8	2514
9011	chr10	46174678	46192733	46174678	46192733	8.55	215
709	chr10	47089872	47150786	47089872	47150786	16.03	2523
721	chr10	47596405	47634034	47596405	47634034	6.72	169
704	chr10	48751776	48880536	48751776	48880536	99.8	2514
9029	chr10	48664595	48872432	48664595	48872432	13.93	147
9034	chr10	48902069	48986229	48902069	48986229	12.86	137
9039	chr10	48105747	48192700	48105747	48192700	12.11	114
705	chr10	49266893	49389813	49266893	49389813	62.6	2516
9225	chr10	66398674	66400715	66398674	66400715	30.01	1482
9226	chr10	66398788	66399933	66398788	66399933	8.31	128
9382	chr10	81473792	81503301	81473792	81503301	36.38	1741
9385	chr10	81482850	81502356	81482850	81502356	5.97	174
9459	chr10	89079429	89114090	89079429	89114090	5.07	203
9547	chr10	100686978	100703811	100686978	100703811	28.61	718
8825	chr10	26999007	27002145	26999007	27002145	53.76	1861
701	chr10	47892511	48055660	47892511	48055660	99.84	2505
707	chr10	47007919	47086703	47007919	47086703	16.02	2522
716	chr10	46976292	47023561	46976292	47023561	17.1	2502
9032	chr10	51861706	52000736	51861706	52000736	12.22	129
9479	chr10	91998554	92002033	91998554	92002033	9.92	376
9920	chr11	223822	223967	223822	223967	32.01	338
9964	chr11	491642	491866	491642	491866	11.14	203
9951	chr11	677312	677769	677312	677769	56.4	1899
9960	chr11	1433315	1433746	1433315	1433746	17.62	203
9999	chr11	1971844	1971962	1971844	1971962	17.33	183
10045	chr11	4802521	4802832	4802521	4802832	25.85	304
10078	chr11	5720453	5720797	5720453	5720797	6.67	128
10092	chr11	7209294	7209612	7209294	7209612	16.31	313
10115	chr11	9338351	9338631	9338351	9338631	11.25	205
10167	chr11	16223159	16223479	16223159	16223479	34.38	396
10168	chr11	16587161	16587299	16587161	16587299	38.85	420
10175	chr11	16996171	16996597	16996171	16996597	71.1	2438
10207	chr11	20195701	20195842	20195701	20195842	10.26	187
10254	chr11	23860741	23860886	23860741	23860886	15.37	295
10295	chr11	25564470	25564813	25564470	25564813	11.88	228
10298	chr11	26029427	26029664	26029427	26029664	46.41	1563
10301	chr11	26322471	26322715	26322471	26322715	6.05	116
10312	chr11	27657261	27657596	27657261	27657596	46.93	1581
10313	chr11	27789523	27789821	27789523	27789821	6.83	131
10359	chr11	34048564	34048852	34048564	34048852	16.79	322
10366	chr11	34728118	34728613	34728118	34728613	23.13	779
10367	chr11	34838057	34838172	34838057	34838172	6.98	134
10397	chr11	37666634	37666942	37666634	37666942	25.76	297
10396	chr11	37962045	37962370	37962045	37962370	22.64	266
10411	chr11	39115469	39115795	39115469	39115795	9.96	191
10434	chr11	41096563	41096686	41096563	41096686	16.53	321
10447	chr11	42156148	42156478	42156148	42156478	20.05	385
10471	chr11	45132762	45132956	45132762	45132956	20.07	385
10559	chr11	49442331	49442643	49442331	49442643	12.51	240
10602	chr11	50640451	50640964	50640451	50640964	12.51	144
10706	chr11	58809284	58809617	58809284	58809617	63.37	730
10717	chr11	60445385	60445808	60445385	60445808	7.22	192
10927	chr11	81556171	81556538	81556171	81556538	48.3	568
10938	chr11	83143374	83143660	83143374	83143660	27.2	522
10949	chr11	84723182	84723394	84723182	84723394	72.82	769
10971	chr11	87918544	87918861	87918544	87918861	47.83	551
11089	chr11	98248207	98248607	98248207	98248607	40.91	1401
11110	chr11	100267540	100267850	100267540	100267850	5.74	110
11113	chr11	100438649	100438795	100438649	100438795	7.19	138
11181	chr11	103949527	103949636	103949527	103949636	15.97	184
11178	chr11	105723492	105723823	105723492	105723823	14.86	171
11175	chr11	106878594	106878977	106878594	106878977	19.11	220
11231	chr11	114386459	114386570	114386459	114386570	6.2	119
11258	chr11	119719506	119719800	119719506	119719800	13.39	260
11281	chr11	123804697	123804868	123804697	123804868	9.82	113
11299	chr11	125296357	125296665	125296357	125296665	12.6	145
11303	chr11	125719437	125719593	125719437	125719593	10.84	208
11316	chr11	127456297	127456432	127456297	127456432	30.26	588
11339	chr11	130496396	130496642	130496396	130496642	14.07	270
11354	chr11	132083612	132083926	132083612	132083926	32.47	374
11356	chr11	132558582	132558874	132558582	132558874	23.36	448
11403	chr11	134630106	134630313	134630106	134630313	13.83	146
881	chr11	400972	403367	400972	403367	12.53	193
9934	chr11	400571	402993	400571	402993	7.08	109
9946	chr11	631483	632333	631483	632333	7.56	259
887	chr11	1078875	1079557	1078875	1079557	9.09	140
9945	chr11	1078779	1079617	1078779	1079617	7.39	253
9950	chr11	1148609	1149372	1148609	1149372	13.9	160
888	chr11	1372987	1374460	1372987	1374460	13.25	204
891	chr11	1450788	1454440	1450788	1454440	23.74	491
9976	chr11	1654287	1656618	1654287	1656618	13.31	772
9997	chr11	1962885	1963065	1962885	1963065	13.85	269
10072	chr11	5521616	5523186	5521616	5523186	12.17	429
10071	chr11	5637074	5638936	5637074	5638936	18.14	896
10087	chr11	6600864	6601075	6600864	6601075	17.51	336
10089	chr11	6881393	6881949	6881393	6881949	45.95	1575
10105	chr11	7790334	7792009	7790334	7792009	69.27	1776
10114	chr11	9323626	9324638	9323626	9324638	43.44	2117
10118	chr11	9525771	9526790	9525771	9526790	37.61	1267
10128	chr11	10260038	10261325	10260038	10261325	8.62	296
10129	chr11	10292735	10293839	10292735	10293839	49.88	1710
10137	chr11	11822877	11824514	11822877	11824514	21.66	1070
10142	chr11	11875576	11876543	11875576	11876543	15.55	534
10233	chr11	21847270	21849380	21847270	21849380	11.77	641
10259	chr11	24284805	24288207	24284805	24288207	8.97	338
10292	chr11	25772843	25773392	25772843	25773392	22.92	264
10331	chr11	29967555	29968466	29967555	29968466	41.8	1415
10332	chr11	29967596	29968238	29967596	29968238	18.3	280
10341	chr11	31393761	31397648	31393761	31397648	15.67	949
10346	chr11	31967171	31969302	31967171	31969302	6.36	266
10444	chr11	41818198	41819023	41818198	41819023	50.29	2336
10477	chr11	46161015	46162402	46161015	46162402	10.47	359
10484	chr11	47061629	47063629	47061629	47063629	15.7	561
10491	chr11	47887666	47888196	47887666	47888196	41.14	1410
10530	chr11	48600664	48604609	48600664	48604609	36.18	1772
10552	chr11	48695819	48696340	48695819	48696340	35.38	1192
10546	chr11	48714038	48715072	48714038	48715072	54.82	1848
10534	chr11	48734743	48736963	48734743	48736963	46.6	1569
10547	chr11	48880634	48881843	48880634	48881843	76.17	2567
10555	chr11	48928943	48929253	48928943	48929253	49.49	1695
10541	chr11	48960376	48962460	48960376	48962460	5.75	188
10598	chr11	50640266	50641121	50640266	50641121	48.69	1668
10596	chr11	51346696	51348982	51346696	51348982	36.43	1738
10589	chr11	51352990	51357245	51352990	51357245	51.97	158
10663	chr11	54884448	54885313	54884448	54885313	5.35	175
10652	chr11	54894436	54899793	54894436	54899793	23.18	772
10658	chr11	55391324	55395115	55391324	55395115	41.69	1068
10675	chr11	56407939	56408257	56407939	56408257	7.14	130
10692	chr11	58166969	58168146	58166969	58168146	48.08	1280
10693	chr11	58220606	58220934	58220606	58220934	24.73	457
10698	chr11	58587132	58587988	58587132	58587988	32.55	1084
10699	chr11	58594193	58596024	58594193	58596024	23.49	1158
10703	chr11	58631774	58636562	58631774	58636562	14.78	730
10711	chr11	59398789	59399116	59398789	59399116	10.38	112
10720	chr11	60571429	60571921	60571429	60571921	23.85	458
10725	chr11	60851826	60853895	60851826	60853895	20.01	384
10741	chr11	61944785	61945082	61944785	61945082	24.66	845
10743	chr11	62182678	62183392	62182678	62183392	9.45	242
10778	chr11	65642107	65643519	65642107	65643519	62.76	2154
10781	chr11	65933943	65939417	65933943	65939417	5.65	208
10787	chr11	66711486	66713545	66711486	66713545	46.63	1597
10788	chr11	66711949	66713416	66711949	66713416	31.03	475
10803	chr11	67642222	67644893	67642222	67644893	5.96	204
10808	chr11	68067243	68069162	68067243	68069162	8.41	211
10810	chr11	68183086	68183404	68183086	68183404	67.07	2259
10812	chr11	68401622	68406831	68401622	68406831	5.56	185
10823	chr11	69400835	69401399	69400835	69401399	43.19	1480
10833	chr11	69982470	69984425	69982470	69984425	22.86	791
10834	chr11	69983000	69984115	69983000	69984115	6.56	103
10860	chr11	71912204	71912710	71912204	71912710	10.34	119
10873	chr11	74024867	74027363	74024867	74027363	24.67	1216
10925	chr11	81187947	81189476	81187947	81189476	7.17	184
10961	chr11	86285999	86286695	86285999	86286695	12.8	631
10959	chr11	86303733	86306673	86303733	86306673	19.32	956
10977	chr11	88964456	88967914	88964456	88967914	18.95	934
11008	chr11	90192504	90196166	90192504	90196166	24.12	1189
11014	chr11	90194075	90196035	90194075	90196035	7.2	191
11019	chr11	91161909	91162536	91161909	91162536	5.96	204
11022	chr11	91370033	91371832	91370033	91371832	14.75	507
11023	chr11	91370806	91371550	91370806	91371550	6.95	107
11030	chr11	92245845	92246491	92245845	92246491	29.41	564
11038	chr11	93021016	93022314	93021016	93022314	35.91	1235
11040	chr11	93021189	93022122	93021189	93022122	26.57	443
11045	chr11	93578000	93578212	93578000	93578212	46.72	1574
11069	chr11	96001922	96003397	96001922	96003397	25.19	869
11081	chr11	97172222	97172970	97172222	97172970	23.69	789
11088	chr11	98266710	98269842	98266710	98269842	15.69	417
11095	chr11	98473569	98476485	98473569	98476485	7.29	187
11101	chr11	99184950	99186917	99184950	99186917	10.9	444
11123	chr11	101416784	101417121	101416784	101417121	49.7	573
11134	chr11	102751106	102752862	102751106	102752862	16	790
11161	chr11	103915837	103918972	103915837	103918972	17.17	574
11156	chr11	105293423	105298915	105293423	105298915	7.38	300
11174	chr11	105765504	105765824	105765504	105765824	17.54	341
11179	chr11	106595867	106596164	106595867	106596164	29.12	343
11200	chr11	107784099	107788435	107784099	107788435	19.08	940
11201	chr11	107785170	107787982	107785170	107787982	6.62	102
11214	chr11	109976699	109977025	109976699	109977025	47.97	921
11228	chr11	112617742	112618148	112617742	112618148	20.27	389
11230	chr11	113805809	113806182	113805809	113806182	8.19	157
11266	chr11	120387634	120388362	120387634	120388362	8.39	414
11273	chr11	121351252	121352687	121351252	121352687	5.19	133
11274	chr11	122347347	122349518	122347347	122349518	11.55	103
11284	chr11	124078703	124079499	124078703	124079499	11.5	296
11288	chr11	124775011	124778356	124775011	124778356	14.39	493
11320	chr11	128042964	128043292	128042964	128043292	12.25	238
11322	chr11	128311488	128316094	128311488	128316094	8.97	230
11325	chr11	128682713	128683409	128682713	128683409	23.92	1186
11329	chr11	129013517	129015281	129013517	129015281	10.13	341
11348	chr11	131596192	131597235	131596192	131597235	5.11	131
11388	chr11	134601642	134607732	134601642	134607732	9.67	468
11398	chr11	134732881	134734115	134732881	134734115	24.34	1178
11395	chr11	134803518	134805498	134803518	134805498	66.56	1706
9990	chr11	1915245	1937002	1915245	1937002	17.95	615
10018	chr11	3488281	3492386	3488281	3492386	15.35	511
10020	chr11	3648924	3651825	3648924	3651825	5.66	194
10022	chr11	3648967	3650757	3648967	3650757	6.28	161
907	chr11	4255965	4278463	4255965	4278463	7.4	186
10037	chr11	4255449	4278126	4255449	4278126	10.82	391
906	chr11	4330328	4350789	4330328	4350789	9.23	232
10047	chr11	4968688	4980232	4968688	4980232	5.1	697
